optimal_time_infinite_case order_of_submission order_of_optimal_strategy_infinite_memory increasing_order_of_communication_strategy decreasing_order_of_computation_strategy increasing_order_of_communication_plus_computation_strategy decreasing_order_of_communication_plus_computation_strategy largest_communication_task_respects_memory_restriction smallest_communication_task_respects_memory_restriction maximum_accelerated_task_respects_memory_restriction optimal_order_infinite_memory_largest_communication_task_respects_memory_restriction optimal_order_infinite_memory_smallest_communication_task_respects_memory_restriction optimal_order_infinite_memory_maximum_accelerated_task_respects_memory_restriction
1.765094663 2.003042630 2.006895890 1.971953524 2.004152579 1.972047675 1.973117889 1.905607604 1.841963146 1.841963146 1.871377590 1.871377590 1.857482402
1.765094663 1.858986175 1.858615721 1.842555589 1.857204189 1.838346561 1.838266929 1.794786385 1.781637462 1.781637462 1.779876798 1.779876798 1.790511541
1.765094663 1.791818317 1.791545397 1.788081256 1.790221202 1.775312923 1.775514063 1.781291940 1.780232918 1.780232918 1.777961878 1.777961878 1.784811656
1.777678570 2.116383917 2.119291560 2.131239336 2.118759829 2.128157713 2.128271624 2.097018697 2.095496366 2.095496366 2.100078540 2.100078540 2.100168868
1.777678570 2.115492026 2.117766892 2.125462242 2.116878729 2.122433472 2.123179242 2.083740823 2.082725449 2.082725449 2.088713504 2.088713504 2.086759532
1.777678570 2.114250361 2.116538262 2.121629908 2.115594484 2.117488896 2.119057195 2.080646837 2.080289774 2.080289774 2.083770396 2.083770396 2.085123453
1.777678570 2.096526514 2.100502082 2.088168949 2.099040553 2.086828261 2.089011795 2.033146900 2.001371591 2.001371591 2.066204230 2.066204230 2.014330482
1.777678570 2.075974068 2.084048169 2.047538733 2.082625918 2.049256438 2.050327718 2.027981924 1.993758061 1.993758061 2.031973495 2.031973495 1.997631680
1.777678570 2.069056015 2.075780636 2.033510256 2.073819550 2.037439386 2.037014947 2.017669878 1.982419268 1.982419268 1.983918280 1.983918280 1.979802473
1.777678570 2.058065196 2.060312698 2.019699157 2.059122234 2.021761139 2.021497384 2.011943419 1.977587627 1.977587627 1.972410261 1.972410261 1.972147160
1.777678570 2.013574757 2.018035743 1.985096242 2.019226984 1.984647231 1.984633805 1.915759675 1.849806702 1.849806702 1.879874437 1.879874437 1.866902850
1.777678570 1.871136617 1.875538400 1.854986187 1.874117310 1.850151664 1.850594494 1.809329860 1.793377961 1.793377961 1.793478401 1.793478401 1.802974591
1.777678570 1.802815726 1.805490504 1.801475257 1.803005021 1.789361392 1.789324044 1.793327129 1.792062259 1.792062259 1.790032362 1.790032362 1.796402499
1.882664998 2.199413694 2.200633900 2.211631835 2.200095512 2.208734091 2.208812315 2.179957247 2.179179584 2.179179584 2.184734948 2.184734948 2.180698917
1.882664998 2.197766502 2.198264394 2.206279610 2.197504599 2.203853968 2.203730487 2.167289886 2.166961585 2.166961585 2.173795484 2.173795484 2.168666174
1.882664998 2.196453562 2.196408755 2.201983088 2.195654017 2.200019783 2.200039094 2.164740529 2.163017653 2.163017653 2.171067721 2.171067721 2.167521940
1.882664998 2.179605524 2.182995375 2.172909929 2.182683516 2.171269030 2.170307612 2.116672387 2.083932767 2.083932767 2.154623950 2.154623950 2.094743441
1.882664998 2.162632147 2.170840545 2.133522745 2.170186910 2.136243377 2.135623580 2.112655956 2.080038474 2.080038474 2.113783787 2.113783787 2.075841135
1.882664998 2.156227010 2.163668883 2.122466421 2.162501556 2.125974343 2.126276436 2.105655729 2.068719482 2.068719482 2.063813863 2.063813863 2.064435362
1.882664998 2.145491357 2.150377389 2.107606681 2.149248864 2.112257134 2.112573610 2.100720004 2.065303183 2.065303183 2.057176259 2.057176259 2.058309060
1.882664998 2.105553621 2.109539415 2.072822014 2.110162992 2.076675709 2.076472022 2.007916888 1.941696142 1.941696142 1.972170773 1.972170773 1.955279214
1.882664998 1.969844859 1.971760823 1.954357614 1.970533308 1.947059812 1.946416753 1.908334187 1.894407187 1.894407187 1.893024810 1.893024810 1.900271010
1.882664998 1.902194344 1.904681517 1.902121383 1.903101482 1.890581394 1.890704334 1.894215042 1.893704571 1.893704571 1.893056945 1.893056945 1.897290759
1.881566471 2.194704672 2.196164100 2.208001891 2.195597865 2.204114571 2.203955363 2.176476395 2.174891106 2.174891106 2.179349748 2.179349748 2.176154863
1.881566471 2.192765461 2.193855412 2.202096076 2.193238783 2.199494647 2.199012443 2.162704201 2.162068102 2.162068102 2.168319736 2.168319736 2.163951622
1.881566471 2.191176463 2.192580338 2.198511480 2.191789437 2.195429526 2.195153471 2.160088789 2.159045284 2.159045284 2.165191322 2.165191322 2.163251695
1.881566471 2.175042461 2.178016157 2.167251607 2.177119310 2.167327350 2.167456963 2.110259128 2.080496060 2.080496060 2.150778101 2.150778101 2.089175774
1.881566471 2.157212956 2.165244278 2.126290005 2.164039086 2.132106287 2.132285553 2.106684750 2.073186196 2.073186196 2.107292596 2.107292596 2.067279721
1.881566471 2.150818214 2.155650979 2.116564580 2.154907710 2.120485191 2.120587750 2.100114684 2.061575591 2.061575591 2.056934676 2.056934676 2.054559048
1.881566471 2.139310927 2.140187128 2.101823635 2.139150817 2.105480645 2.106023958 2.091181711 2.055598444 2.055598444 2.048574285 2.048574285 2.048256980
1.881566471 2.094975237 2.097965570 2.067034113 2.097115116 2.070756674 2.071185576 2.000568754 1.935442233 1.935442233 1.963442362 1.963442362 1.947004905
1.881566471 1.960426797 1.963655799 1.946806799 1.961691050 1.942898337 1.942917245 1.904991749 1.891811821 1.891811821 1.889128866 1.889128866 1.897364466
1.881566471 1.900027599 1.901053225 1.898516760 1.899547513 1.888945825 1.888959074 1.892282888 1.891609265 1.891609265 1.889880660 1.889880660 1.894250489
1.852336030 2.172399349 2.174057012 2.185090103 2.173450106 2.181000086 2.181525066 2.154091262 2.151333394 2.151333394 2.157203583 2.157203583 2.153953537
1.852336030 2.170894411 2.172316742 2.179214035 2.172034701 2.175639278 2.176107019 2.140264868 2.139362087 2.139362087 2.145058301 2.145058301 2.142494106
1.852336030 2.170052334 2.170743658 2.175044115 2.170412870 2.171435155 2.171706628 2.138389000 2.137955033 2.137955033 2.142135820 2.142135820 2.141939963
1.852336030 2.152868881 2.154980700 2.145489436 2.154654750 2.142054317 2.141720559 2.088843601 2.057015512 2.057015512 2.125706497 2.125706497 2.068295713
1.852336030 2.134784849 2.141988098 2.105608247 2.140923858 2.104340894 2.105353194 2.084322850 2.049518290 2.049518290 2.079582074 2.079582074 2.046410251
1.852336030 2.128374369 2.134049212 2.095333480 2.132710168 2.095241748 2.096634338 2.074840937 2.038455844 2.038455844 2.035378088 2.035378088 2.034841294
1.852336030 2.117857685 2.120963896 2.082066526 2.118865130 2.082282512 2.083258914 2.068908540 2.033657491 2.033657491 2.027489835 2.027489835 2.030012238
1.852336030 2.074755116 2.081272190 2.049123768 2.079415858 2.046183310 2.046549215 1.977132289 1.910844819 1.910844819 1.944253662 1.944253662 1.928027621
1.852336030 1.936517455 1.939598422 1.923169667 1.938652754 1.916035257 1.917615048 1.878854510 1.864932081 1.864932081 1.863603046 1.863603046 1.873850175
1.852336030 1.874699555 1.875501711 1.872346523 1.874179170 1.860399852 1.860378062 1.865905916 1.865640286 1.865640286 1.864601423 1.864601423 1.870308846
1.791046810 2.128784157 2.130930064 2.143374988 2.130669957 2.140699928 2.140908341 2.109010013 2.108588335 2.108588335 2.112990134 2.112990134 2.109867184
1.791046810 2.126881234 2.128833580 2.137327729 2.128403569 2.135617083 2.135486144 2.094977086 2.094452781 2.094452781 2.100636970 2.100636970 2.097224406
1.791046810 2.125695858 2.127566586 2.133112187 2.127204730 2.131846907 2.131631966 2.092013537 2.091417949 2.091417949 2.096860206 2.096860206 2.096219423
1.791046810 2.106965409 2.111817833 2.097134817 2.110978720 2.100916483 2.098628312 2.042715412 2.010939672 2.010939672 2.081018745 2.081018745 2.023384355
1.791046810 2.088213387 2.097047004 2.056687495 2.096241998 2.059066665 2.060877293 2.037770145 2.005799457 2.005799457 2.035868086 2.035868086 2.004806101
1.791046810 2.081485232 2.087964138 2.044437395 2.086045623 2.046572844 2.047040850 2.030514843 1.995125996 1.995125996 1.993571875 1.993571875 1.989537292
1.791046810 2.070356301 2.071872928 2.029907351 2.070658459 2.030954978 2.031543769 2.024415164 1.990254537 1.990254537 1.979857815 1.979857815 1.981535089
1.791046810 2.022874458 2.027534550 1.989406034 2.025389895 1.988834443 1.989591248 1.920731477 1.854805733 1.854805733 1.881720996 1.881720996 1.868148568
1.791046810 1.882865795 1.885219771 1.867629273 1.882737878 1.859580337 1.860344241 1.820101165 1.807371046 1.807371046 1.804690636 1.804690636 1.815933133
1.791046810 1.817225358 1.818134705 1.815012663 1.816742577 1.802750312 1.802896829 1.807102572 1.804815244 1.804815244 1.803375526 1.803375526 1.809434750
1.880645555 2.192346959 2.192272999 2.204409532 2.191828231 2.202222704 2.199912480 2.172430484 2.171785465 2.171785465 2.176620637 2.176620637 2.173592863
1.880645555 2.190879008 2.190130548 2.198759658 2.189558852 2.197100246 2.194876548 2.159365093 2.157916801 2.157916801 2.164419142 2.164419142 2.160738733
1.880645555 2.189741753 2.188752347 2.194612282 2.188132908 2.193068915 2.189359483 2.156738556 2.155171353 2.155171353 2.161986171 2.161986171 2.159303163
1.880645555 2.172566125 2.174475299 2.162725534 2.173372553 2.161423419 2.159112237 2.109093477 2.079330383 2.079330383 2.144338848 2.144338848 2.086696074
1.880645555 2.152553487 2.161900533 2.123050513 2.160580157 2.122891405 2.122756663 2.103618876 2.072622597 2.072622597 2.098537101 2.098537101 2.066844470
1.880645555 2.145653576 2.153977710 2.111958620 2.152606522 2.112577945 2.112889557 2.097481441 2.060141644 2.060141644 2.057400713 2.057400713 2.054255143
1.880645555 2.135819168 2.139862905 2.099250142 2.139021615 2.100212977 2.100297061 2.090124763 2.056228973 2.056228973 2.048561322 2.048561322 2.048809941
1.880645555 2.095518891 2.100522429 2.065618394 2.099395810 2.064353612 2.064007681 1.999947558 1.933958116 1.933958116 1.960692508 1.960692508 1.943770380
1.880645555 1.961072834 1.962957850 1.946533132 1.962504173 1.941851121 1.943008733 1.902634933 1.891791349 1.891791349 1.889824597 1.889824597 1.895252378
1.880645555 1.900207082 1.900910452 1.899245397 1.900189813 1.888562618 1.888615909 1.891295331 1.890697245 1.890697245 1.888073558 1.888073558 1.892606118
1.872716751 2.191570893 2.193245689 2.206307467 2.192991959 2.203533113 2.203355047 2.173283581 2.171697498 2.171697498 2.177455318 2.177455318 2.172990556
1.872716751 2.190219748 2.190968373 2.200802239 2.190446985 2.196400712 2.196732211 2.159922324 2.158817129 2.158817129 2.165565857 2.165565857 2.160868371
1.872716751 2.189130557 2.189922510 2.196227909 2.189085044 2.193149565 2.193176041 2.156796153 2.155836493 2.155836493 2.162587312 2.162587312 2.158841243
1.872716751 2.171652625 2.174759451 2.160761662 2.174393359 2.159846596 2.159725928 2.109305958 2.076354848 2.076354848 2.145204409 2.145204409 2.085293066
1.872716751 2.154097455 2.163106058 2.121981855 2.162489513 2.122447721 2.122902309 2.102979646 2.070950982 2.070950982 2.085290877 2.085290877 2.064782029
1.872716751 2.148319132 2.154524507 2.111734375 2.154184600 2.112678079 2.113246124 2.096602326 2.061125092 2.061125092 2.054849917 2.054849917 2.052460192
1.872716751 2.137580876 2.140561940 2.097463708 2.139432673 2.097966609 2.098640765 2.091291378 2.054995656 2.054995656 2.044430388 2.044430388 2.045940609
1.872716751 2.093089469 2.096918004 2.060896418 2.096553698 2.057361416 2.057803324 1.992562651 1.922948065 1.922948065 1.953969896 1.953969896 1.935474855
1.872716751 1.954341251 1.956465043 1.938520364 1.955196827 1.932822515 1.933247093 1.896967922 1.884569132 1.884569132 1.882001921 1.882001921 1.890749528
1.872716751 1.891789046 1.893056900 1.891456155 1.891872072 1.880358809 1.880380447 1.883384662 1.883163984 1.883163984 1.881820818 1.881820818 1.886380931
1.840955131 2.153623410 2.155412366 2.167962690 2.154998783 2.164702277 2.164572432 2.135156525 2.134014081 2.134014081 2.138957450 2.138957450 2.135215739
1.840955131 2.152342278 2.152761629 2.162320732 2.152440386 2.158292953 2.158414259 2.121609591 2.121212599 2.121212599 2.127069682 2.127069682 2.122678347
1.840955131 2.150880754 2.150881672 2.157066662 2.150391888 2.154250309 2.154503943 2.119359243 2.118678232 2.118678232 2.124120519 2.124120519 2.121183156
1.840955131 2.135603482 2.137158068 2.124715688 2.136471735 2.122559382 2.124596324 2.073882545 2.043877829 2.043877829 2.106998618 2.106998618 2.053383027
1.840955131 2.118198510 2.125525423 2.086794219 2.124062771 2.087525913 2.087934640 2.070670289 2.040967371 2.040967371 2.058730166 2.058730166 2.037781590
1.840955131 2.110328724 2.117760617 2.075880330 2.115999585 2.077910869 2.077781887 2.062743823 2.029987661 2.029987661 2.027030462 2.027030462 2.027459835
1.840955131 2.101650648 2.104809115 2.063237651 2.103361829 2.063937355 2.063126965 2.059018345 2.026137060 2.026137060 2.020505305 2.020505305 2.018685080
1.840955131 2.057590814 2.061235075 2.025031595 2.060720643 2.027084191 2.026057605 1.961490483 1.897759005 1.897759005 1.926110401 1.926110401 1.910148086
1.840955131 1.918005253 1.919980338 1.905392652 1.920151243 1.898282660 1.897999611 1.864031246 1.851168112 1.851168112 1.848263416 1.848263416 1.855459944
1.840955131 1.858793525 1.859441079 1.857310354 1.858341344 1.848646994 1.848894626 1.850658712 1.849842939 1.849842939 1.849155458 1.849155458 1.851888719
1.898146566 2.210100971 2.211529742 2.224637433 2.211221943 2.221012001 2.221040407 2.192665524 2.191594472 2.191594472 2.196187407 2.196187407 2.192574639
1.898146566 2.208483054 2.209493712 2.219301566 2.209073642 2.215202157 2.216554907 2.178946167 2.177272967 2.177272967 2.184273194 2.184273194 2.179370765
1.898146566 2.207592938 2.208189663 2.214984289 2.208194747 2.211555406 2.213242078 2.177113117 2.176056478 2.176056478 2.181912253 2.181912253 2.178549501
1.898146566 2.192261734 2.195271251 2.181016770 2.194855658 2.180830106 2.183535262 2.131136988 2.097852517 2.097852517 2.164891567 2.164891567 2.107634805
1.898146566 2.174371859 2.181439874 2.142034163 2.180653444 2.146664879 2.144402715 2.124136826 2.092529613 2.092529613 2.116431533 2.116431533 2.086221870
1.898146566 2.167904368 2.174252740 2.131445810 2.173470885 2.135288450 2.134956073 2.117618730 2.081433220 2.081433220 2.077228578 2.077228578 2.074270267
1.898146566 2.157444567 2.160451065 2.117450171 2.159478413 2.120259828 2.120661298 2.112255691 2.078928077 2.078928077 2.069408415 2.069408415 2.068205988
1.898146566 2.111548096 2.117671138 2.082456269 2.117079685 2.083227189 2.082883297 2.015556411 1.948395902 1.948395902 1.979054773 1.979054773 1.959171017
1.898146566 1.976230483 1.977988495 1.963699669 1.977290288 1.957069709 1.957303989 1.921125858 1.907621549 1.907621549 1.906008669 1.906008669 1.911644095
1.898146566 1.915365505 1.915920677 1.913269747 1.915076748 1.905826898 1.906266793 1.907326099 1.907687338 1.907687338 1.906086770 1.906086770 1.909189257
1.785394997 2.116597314 2.119172101 2.132462514 2.118709681 2.127989792 2.128143036 2.096714643 2.095004058 2.095004058 2.100931509 2.100931509 2.096599955
1.785394997 2.114943388 2.117194910 2.125487946 2.116866751 2.122359460 2.118572997 2.083569545 2.082190109 2.082190109 2.087715089 2.087715089 2.084388742
1.785394997 2.113625520 2.116050029 2.120931514 2.115496862 2.118820387 2.115239345 2.079459971 2.079724197 2.079724197 2.085021616 2.085021616 2.083000910
1.785394997 2.096106029 2.099070980 2.086254527 2.098410115 2.088018074 2.085493343 2.033141296 2.000731219 2.000731219 2.067191096 2.067191096 2.014345452
1.785394997 2.076750245 2.082961986 2.043595715 2.081631381 2.047905516 2.048069021 2.027465655 1.997701172 1.997701172 2.015292180 2.015292180 1.994638576
1.785394997 2.069506310 2.073671380 2.032180868 2.072019208 2.034873973 2.034891716 2.020423455 1.986123926 1.986123926 1.983899068 1.983899068 1.981688880
1.785394997 2.059078574 2.059064388 2.017978593 2.057881446 2.021227947 2.021123456 2.014977952 1.981225493 1.981225493 1.972539545 1.972539545 1.976458300
1.785394997 2.017722672 2.016705005 1.982020448 2.016798721 1.983974288 1.983630731 1.918095765 1.852379040 1.852379040 1.882289718 1.882289718 1.867667549
1.785394997 1.874366475 1.874106821 1.859684636 1.872254804 1.850668141 1.852424524 1.814518981 1.799801161 1.799801161 1.799689176 1.799689176 1.808332017
1.785394997 1.810400878 1.808542655 1.806518603 1.806783771 1.794350302 1.794828748 1.801782797 1.800777467 1.800777467 1.798599466 1.798599466 1.803383855
1.800683814 2.135733335 2.137978352 2.149980779 2.137556220 2.145382264 2.146541824 2.115047516 2.113740725 2.113740725 2.118964261 2.118964261 2.116962405
1.800683814 2.134210191 2.135606446 2.143896041 2.135301187 2.140814277 2.141770279 2.102876979 2.101500902 2.101500902 2.105781252 2.105781252 2.104023506
1.800683814 2.132858906 2.134055912 2.139670717 2.133741858 2.136694495 2.138038311 2.100267690 2.099307399 2.099307399 2.100453107 2.100453107 2.103540053
1.800683814 2.115746802 2.116627853 2.105154420 2.116405253 2.103323718 2.104990073 2.051602503 2.020339292 2.020339292 2.085215791 2.085215791 2.033293521
1.800683814 2.093855059 2.102210520 2.061570942 2.101442290 2.064507495 2.064712479 2.045040070 2.014465545 2.014465545 2.039466175 2.039466175 2.013219700
1.800683814 2.086745364 2.093601948 2.051410213 2.093019969 2.054125625 2.054327070 2.039480213 2.004291421 2.004291421 2.001653506 2.001653506 1.998190065
1.800683814 2.078647767 2.080118280 2.039073705 2.079628439 2.040612716 2.040985355 2.033642842 1.999951242 1.999951242 1.992054518 1.992054518 1.994287113
1.800683814 2.036188988 2.038623483 2.001745905 2.038746374 1.999999219 2.000768225 1.933765325 1.867922789 1.867922789 1.896456064 1.896456064 1.882591571
1.800683814 1.890020711 1.892686762 1.877114980 1.890017370 1.869114721 1.869026392 1.829775022 1.815494312 1.815494312 1.813257367 1.813257367 1.823404508
1.800683814 1.823855805 1.824445552 1.821274609 1.822967721 1.810385656 1.810634418 1.814750201 1.813564398 1.813564398 1.811999204 1.811999204 1.817418320
1.773493481 2.097869899 2.099029026 2.113057534 2.098811672 2.109131262 2.108980886 2.078921837 2.077010373 2.077010373 2.082404393 2.082404393 2.079633826
1.773493481 2.095834199 2.096311795 2.106486426 2.095742096 2.101842619 2.103342325 2.064822166 2.063680289 2.063680289 2.069931318 2.069931318 2.066408595
1.773493481 2.094521380 2.094831125 2.101928158 2.094248128 2.097528848 2.099232514 2.062146667 2.061724911 2.061724911 2.067900890 2.067900890 2.065371135
1.773493481 2.078579599 2.080434414 2.067084147 2.079292856 2.065205752 2.066684878 2.015392298 1.986905198 1.986905198 2.050613425 2.050613425 1.996652052
1.773493481 2.059669195 2.067374252 2.027566043 2.066131899 2.030430003 2.031239985 2.009889558 1.980459119 1.980459119 1.995837421 1.995837421 1.977910380
1.773493481 2.051934262 2.059201989 2.015081746 2.057820119 2.018806987 2.019099394 2.002020406 1.970558637 1.970558637 1.968504897 1.968504897 1.966589164
1.773493481 2.040743509 2.045223743 2.001158062 2.044000304 2.004419452 2.004733667 1.996798390 1.965435076 1.965435076 1.958056177 1.958056177 1.959217108
1.773493481 1.996025577 2.001556496 1.963198057 2.000498251 1.964758492 1.965058030 1.896304752 1.832922858 1.832922858 1.863948375 1.863948375 1.848736252
1.773493481 1.854458178 1.855436019 1.843167243 1.854814333 1.834054971 1.834440256 1.797905016 1.785578332 1.785578332 1.784879323 1.784879323 1.792488180
1.773493481 1.795502528 1.795908924 1.792477363 1.794344315 1.782966764 1.783082767 1.785694272 1.782813651 1.782813651 1.783524634 1.783524634 1.788010480
1.822032916 2.147016004 2.148037907 2.160953450 2.147725865 2.158197860 2.158706074 2.127930956 2.127533908 2.127533908 2.131582938 2.131582938 2.130951988
1.822032916 2.145382459 2.145585967 2.154831523 2.145570703 2.153261342 2.152463726 2.115299452 2.113548569 2.113548569 2.119034642 2.119034642 2.116778959
1.822032916 2.144254389 2.144106987 2.151279301 2.143899907 2.149970527 2.148667847 2.112738359 2.111908339 2.111908339 2.116054487 2.116054487 2.115070738
1.822032916 2.129037080 2.127617424 2.117020547 2.127276326 2.118361477 2.115940950 2.063315255 2.030775851 2.030775851 2.102989883 2.102989883 2.043277639
1.822032916 2.108436841 2.114689767 2.078354874 2.113307435 2.079815621 2.081076768 2.058027948 2.027646584 2.027646584 2.065908124 2.065908124 2.023947783
1.822032916 2.102306559 2.107573221 2.065311102 2.106064407 2.068609193 2.068841022 2.050306879 2.014490227 2.014490227 2.010595926 2.010595926 2.008485642
1.822032916 2.091827278 2.093534156 2.052068243 2.092343484 2.054200846 2.054612518 2.043943438 2.009736789 2.009736789 2.001148773 2.001148773 2.002567875
1.822032916 2.046447836 2.052592066 2.014745936 2.052320257 2.016713033 2.017175594 1.948679783 1.883468057 1.883468057 1.914602231 1.914602231 1.895160140
1.822032916 1.906266754 1.909448846 1.893090672 1.907770324 1.885335461 1.886030559 1.847850930 1.833684017 1.833684017 1.831958347 1.831958347 1.840294177
