capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	OMIM OS OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR
286650 0.884277775 0.822042436 0.822042436 0.062235339	0.822068649 0.872696453 0.875215746 0.868701885 0.875150967 0.868138036 0.867900249 0.862391115 0.857022385 0.857022385 0.853886037 0.853886037 0.855629494
308700 0.884277775 0.822042436 0.822042436 0.062235339	0.822068649 0.866624406 0.866586476 0.863640980 0.866529695 0.863231268 0.863457933 0.849211758 0.843698435 0.843698435 0.841930922 0.841930922 0.840245590
330750 0.884277775 0.822042436 0.822042436 0.062235339	0.822068649 0.841038082 0.842837040 0.841278718 0.842882903 0.839821751 0.839416730 0.828303427 0.824011540 0.824011540 0.823168896 0.823168896 0.822878694
176400 0.993232312 0.928583994 0.928583994 0.064648318	0.928608860 0.987413403 0.988424848 0.989213258 0.988430390 0.989736806 0.989716463 0.986235102 0.986274436 0.986274436 0.987730319 0.987730319 0.987725414
198450 0.993232312 0.928583994 0.928583994 0.064648318	0.928608860 0.987413403 0.988424848 0.989213258 0.988430390 0.989736806 0.989716463 0.986027325 0.986131666 0.986131666 0.987686430 0.987686430 0.987681525
220500 0.993232312 0.928583994 0.928583994 0.064648318	0.928608860 0.986931292 0.988189380 0.989011034 0.988108675 0.989483542 0.989201542 0.984072108 0.983569206 0.983569206 0.986375017 0.986375017 0.984896056
242550 0.993232312 0.928583994 0.928583994 0.064648318	0.928608860 0.984441612 0.985869240 0.984326220 0.985848382 0.986090349 0.984710360 0.974351421 0.971521485 0.971521485 0.983199921 0.983199921 0.973456444
264600 0.993232312 0.928583994 0.928583994 0.064648318	0.928608860 0.982085421 0.984670658 0.977673003 0.984674939 0.977395046 0.977054210 0.971464175 0.966956431 0.966956431 0.964051443 0.964051443 0.965943502
286650 0.993232312 0.928583994 0.928583994 0.064648318	0.928608860 0.981646227 0.983902108 0.977148343 0.983906389 0.976977279 0.976610199 0.969610189 0.964797645 0.964797645 0.962423240 0.962423240 0.963971620
308700 0.993232312 0.928583994 0.928583994 0.064648318	0.928608860 0.976090444 0.975675498 0.970928409 0.975636935 0.970777057 0.969965591 0.957710467 0.950545228 0.950545228 0.950199877 0.950199877 0.950007425
330750 0.993232312 0.928583994 0.928583994 0.064648318	0.928608860 0.949832745 0.955100242 0.949744034 0.955661875 0.947514470 0.947673382 0.936381787 0.930638981 0.930638981 0.931734863 0.931734863 0.930769285
176400 0.913388558 0.849874316 0.849874316 0.063514242	0.849899997 0.908991193 0.908310095 0.909156134 0.908198930 0.909679917 0.909832299 0.907487573 0.907403859 0.907403859 0.907569364 0.907569364 0.907539924
198450 0.913388558 0.849874316 0.849874316 0.063514242	0.849899997 0.908991193 0.908310095 0.909156134 0.908198930 0.909679917 0.909832299 0.907487573 0.907403859 0.907403859 0.907569364 0.907569364 0.907539924
220500 0.913388558 0.849874316 0.849874316 0.063514242	0.849899997 0.908991193 0.908310095 0.908868855 0.908198930 0.909487862 0.908388458 0.905380744 0.903904128 0.903904128 0.905897594 0.905897594 0.904629110
242550 0.913388558 0.849874316 0.849874316 0.063514242	0.849899997 0.905680752 0.906561702 0.904660586 0.906389291 0.906301999 0.904658439 0.893877269 0.891847969 0.891847969 0.902034792 0.902034792 0.890988928
264600 0.913388558 0.849874316 0.849874316 0.063514242	0.849899997 0.902358277 0.904502791 0.896999578 0.904705130 0.897848634 0.897114161 0.891475573 0.886456427 0.886456427 0.882526472 0.882526472 0.884620889
286650 0.913388558 0.849874316 0.849874316 0.063514242	0.849899997 0.901683193 0.903756606 0.896736040 0.903958945 0.897585096 0.896831780 0.889545601 0.884929966 0.884929966 0.880619518 0.880619518 0.882555523
308700 0.913388558 0.849874316 0.849874316 0.063514242	0.849899997 0.895891430 0.896344328 0.890131570 0.896732661 0.890040079 0.889573046 0.878133644 0.871628266 0.871628266 0.869818740 0.869818740 0.869178409
330750 0.913388558 0.849874316 0.849874316 0.063514242	0.849899997 0.870617453 0.873126979 0.869226365 0.873977079 0.868948360 0.868493632 0.856290417 0.852002679 0.852002679 0.851929759 0.851929759 0.851920114
176400 0.894056485 0.829475126 0.829475126 0.064581359	0.829498852 0.889859480 0.889078102 0.890509060 0.889100862 0.890803788 0.890884593 0.888418941 0.888534235 0.888534235 0.888546758 0.888546758 0.888389430
198450 0.894056485 0.829475126 0.829475126 0.064581359	0.829498852 0.889859480 0.889078102 0.890509060 0.889100862 0.890803788 0.890884593 0.888418941 0.888534235 0.888534235 0.888546758 0.888546758 0.888389430
220500 0.894056485 0.829475126 0.829475126 0.064581359	0.829498852 0.889680102 0.888812648 0.890424672 0.888834470 0.890731269 0.890644524 0.886783765 0.886771668 0.886771668 0.888144559 0.888144559 0.886466990
242550 0.894056485 0.829475126 0.829475126 0.064581359	0.829498852 0.887281492 0.888321024 0.886933781 0.888248147 0.885683941 0.886394240 0.876813362 0.873803392 0.873803392 0.884848629 0.884848629 0.872658826
264600 0.894056485 0.829475126 0.829475126 0.064581359	0.829498852 0.883266948 0.886097350 0.880302821 0.886228709 0.878558642 0.878453695 0.874433284 0.869136927 0.869136927 0.864028059 0.864028059 0.866071866
286650 0.894056485 0.829475126 0.829475126 0.064581359	0.829498852 0.883017131 0.886004713 0.880302821 0.886136072 0.878558642 0.878453695 0.873636991 0.868215788 0.868215788 0.863145877 0.863145877 0.865227787
308700 0.894056485 0.829475126 0.829475126 0.064581359	0.829498852 0.878262375 0.880435745 0.875657824 0.880614934 0.874047292 0.874010175 0.863263616 0.855298535 0.855298535 0.852875942 0.852875942 0.853458070
330750 0.894056485 0.829475126 0.829475126 0.064581359	0.829498852 0.850598309 0.850590145 0.846872893 0.850857335 0.847028574 0.845504220 0.835757752 0.830842260 0.830842260 0.830672506 0.830672506 0.831195358
176400 1.145579224 1.064361922 1.064361922 0.081217302	1.064387464 1.139858946 1.140034558 1.141014609 1.139971457 1.142360425 1.142317109 1.138199138 1.138437633 1.138437633 1.139380678 1.139380678 1.139042969
198450 1.145579224 1.064361922 1.064361922 0.081217302	1.064387464 1.139858946 1.140034558 1.141014609 1.139971457 1.142360425 1.142317109 1.138199138 1.138437633 1.138437633 1.139380678 1.139380678 1.139042969
220500 1.145579224 1.064361922 1.064361922 0.081217302	1.064387464 1.138828886 1.139244236 1.139904248 1.139181135 1.141441872 1.139473706 1.135419871 1.135489704 1.135489704 1.138566980 1.138566980 1.136658640
242550 1.145579224 1.064361922 1.064361922 0.081217302	1.064387464 1.136740152 1.137966076 1.135518107 1.137997382 1.134466705 1.134980704 1.123141544 1.120950847 1.120950847 1.136612564 1.136612564 1.121801770
264600 1.145579224 1.064361922 1.064361922 0.081217302	1.064387464 1.132646697 1.136563117 1.125974911 1.136561806 1.126179983 1.125751759 1.121450125 1.116913237 1.116913237 1.111669488 1.111669488 1.112558311
286650 1.145579224 1.064361922 1.064361922 0.081217302	1.064387464 1.132516976 1.136563117 1.125974911 1.136561806 1.126179983 1.125751759 1.120836545 1.116708600 1.116708600 1.110359037 1.110359037 1.112129800
308700 1.145579224 1.064361922 1.064361922 0.081217302	1.064387464 1.127802978 1.130672061 1.122109916 1.130950107 1.122317206 1.121554059 1.110370307 1.103916163 1.103916163 1.100062948 1.100062948 1.100581456
330750 1.145579224 1.064361922 1.064361922 0.081217302	1.064387464 1.093167286 1.097037005 1.090322927 1.097356148 1.090789021 1.090196671 1.076925509 1.068703573 1.068703573 1.072779077 1.072779077 1.069691822
176400 1.214055973 1.134564729 1.134564729 0.079491244	1.134587885 1.208409794 1.208415472 1.210642283 1.208503733 1.210257118 1.210492613 1.206863812 1.206952989 1.206952989 1.206916172 1.206916172 1.207677213
198450 1.214055973 1.134564729 1.134564729 0.079491244	1.134587885 1.208409794 1.208415472 1.210642283 1.208503733 1.210257118 1.210492613 1.206863812 1.206952989 1.206952989 1.206916172 1.206916172 1.207677213
220500 1.214055973 1.134564729 1.134564729 0.079491244	1.134587885 1.208409794 1.208320982 1.210584896 1.208409243 1.210160456 1.210449711 1.206241491 1.205872522 1.205872522 1.206622367 1.206622367 1.206655366
242550 1.214055973 1.134564729 1.134564729 0.079491244	1.134587885 1.205654134 1.206046052 1.206367504 1.206186011 1.207366064 1.206298236 1.193775010 1.192311118 1.192311118 1.203989975 1.203989975 1.192543529
264600 1.214055973 1.134564729 1.134564729 0.079491244	1.134587885 1.201991377 1.204864981 1.197490162 1.205036874 1.198532330 1.197753522 1.190848452 1.186259739 1.186259739 1.180812734 1.180812734 1.181684230
286650 1.214055973 1.134564729 1.134564729 0.079491244	1.134587885 1.201991377 1.204864981 1.197490162 1.205036874 1.198532330 1.197753522 1.190703097 1.186161487 1.186161487 1.180667379 1.180667379 1.181538875
308700 1.214055973 1.134564729 1.134564729 0.079491244	1.134587885 1.196665526 1.197578860 1.191898412 1.197750753 1.193262690 1.192342484 1.179091736 1.173773009 1.173773009 1.168796526 1.168796526 1.167490150
330750 1.214055973 1.134564729 1.134564729 0.079491244	1.134587885 1.163230537 1.166809985 1.160503792 1.167054839 1.161828107 1.160298669 1.145483316 1.136972230 1.136972230 1.138756680 1.138756680 1.135274586
176400 1.204894248 1.123880629 1.123880629 0.081013619	1.123905470 1.198902662 1.199151671 1.201821804 1.199361290 1.201167680 1.201482753 1.197344086 1.197338085 1.197338085 1.198548033 1.198548033 1.198222099
198450 1.204894248 1.123880629 1.123880629 0.081013619	1.123905470 1.198902662 1.199151671 1.201821804 1.199361290 1.201167680 1.201482753 1.197344086 1.197338085 1.197338085 1.198548033 1.198548033 1.198222099
220500 1.204894248 1.123880629 1.123880629 0.081013619	1.123905470 1.198762061 1.198999699 1.201579126 1.199209318 1.200975822 1.201335167 1.195922165 1.196267280 1.196267280 1.198107740 1.198107740 1.196660454
242550 1.204894248 1.123880629 1.123880629 0.081013619	1.123905470 1.196365755 1.198514560 1.196890951 1.198724350 1.197652559 1.197259882 1.185065791 1.182407644 1.182407644 1.192940323 1.192940323 1.181751406
264600 1.204894248 1.123880629 1.123880629 0.081013619	1.123905470 1.192044352 1.195225989 1.186141641 1.195052499 1.186751152 1.186322808 1.182227783 1.177839598 1.177839598 1.170558626 1.170558626 1.172387550
286650 1.204894248 1.123880629 1.123880629 0.081013619	1.123905470 1.192044352 1.195137273 1.186141641 1.194963783 1.186751152 1.186322808 1.181388933 1.177247267 1.177247267 1.169812150 1.169812150 1.171641074
308700 1.204894248 1.123880629 1.123880629 0.081013619	1.123905470 1.186251728 1.189439280 1.183064819 1.189254713 1.183082603 1.182722174 1.170999093 1.165950427 1.165950427 1.160283389 1.160283389 1.160776160
330750 1.204894248 1.123880629 1.123880629 0.081013619	1.123905470 1.152578474 1.155289722 1.148850290 1.155193325 1.149757322 1.148443436 1.135804030 1.128657304 1.128657304 1.128880820 1.128880820 1.127455004
176400 1.225629633 1.147196362 1.147196362 0.078433271	1.147220403 1.219491650 1.219810043 1.221003769 1.219866715 1.221306921 1.221354233 1.218411337 1.218369370 1.218369370 1.219260229 1.219260229 1.219027970
198450 1.225629633 1.147196362 1.147196362 0.078433271	1.147220403 1.219491650 1.219810043 1.221003769 1.219866715 1.221306921 1.221354233 1.218411337 1.218369370 1.218369370 1.219260229 1.219260229 1.219027970
220500 1.225629633 1.147196362 1.147196362 0.078433271	1.147220403 1.219129335 1.219810043 1.220928280 1.219866715 1.221306921 1.221354233 1.217034294 1.216412216 1.216412216 1.218609485 1.218609485 1.216812365
242550 1.225629633 1.147196362 1.147196362 0.078433271	1.147220403 1.216268187 1.218944962 1.217611509 1.218908026 1.218867087 1.218726634 1.205803346 1.202944622 1.202944622 1.214934964 1.214934964 1.201970318
264600 1.225629633 1.147196362 1.147196362 0.078433271	1.147220403 1.213267069 1.216607646 1.208814929 1.216534203 1.209732467 1.209157023 1.201659395 1.196998687 1.196998687 1.190469215 1.190469215 1.190906069
286650 1.225629633 1.147196362 1.147196362 0.078433271	1.147220403 1.213267069 1.216443980 1.208814929 1.216370537 1.209732467 1.209157023 1.201361536 1.196116451 1.196116451 1.189658713 1.189658713 1.190095567
308700 1.225629633 1.147196362 1.147196362 0.078433271	1.147220403 1.208827629 1.210128506 1.204537806 1.210055063 1.204471771 1.204057434 1.193392671 1.185832167 1.185832167 1.179905099 1.179905099 1.179560755
330750 1.225629633 1.147196362 1.147196362 0.078433271	1.147220403 1.179399990 1.177805893 1.174206120 1.177732450 1.176367598 1.175241955 1.159187024 1.151717927 1.151717927 1.151150048 1.151150048 1.148556282
176400 1.194141127 1.118639679 1.118639679 0.075501448	1.118669453 1.188522951 1.188778591 1.190543648 1.188742454 1.190214009 1.190409315 1.187204335 1.187139025 1.187139025 1.188168757 1.188168757 1.187927531
198450 1.194141127 1.118639679 1.118639679 0.075501448	1.118669453 1.188522951 1.188778591 1.190543648 1.188742454 1.190214009 1.190409315 1.187204335 1.187139025 1.187139025 1.188168757 1.188168757 1.187927531
220500 1.194141127 1.118639679 1.118639679 0.075501448	1.118669453 1.188436011 1.188686977 1.190469493 1.188650840 1.189749570 1.190098870 1.185228334 1.184949106 1.184949106 1.186392729 1.186392729 1.186105264
242550 1.194141127 1.118639679 1.118639679 0.075501448	1.118669453 1.185710735 1.186759583 1.186324152 1.186717185 1.185008607 1.184617372 1.173529195 1.171351027 1.171351027 1.183045380 1.183045380 1.170051353
264600 1.194141127 1.118639679 1.118639679 0.075501448	1.118669453 1.182367033 1.185276200 1.177898413 1.185329421 1.179284675 1.178615375 1.171016106 1.166802915 1.166802915 1.160967019 1.160967019 1.161297664
286650 1.194141127 1.118639679 1.118639679 0.075501448	1.118669453 1.182100861 1.185135642 1.177898413 1.185188863 1.179146005 1.178494794 1.170320641 1.166198556 1.166198556 1.160214162 1.160214162 1.160394074
308700 1.194141127 1.118639679 1.118639679 0.075501448	1.118669453 1.176792452 1.177416786 1.172867195 1.177477274 1.173389027 1.173261109 1.158162675 1.152775407 1.152775407 1.149568749 1.149568749 1.147444394
330750 1.194141127 1.118639679 1.118639679 0.075501448	1.118669453 1.141855499 1.144830291 1.141280028 1.144805927 1.143185693 1.142389313 1.127629668 1.120722007 1.120722007 1.121226474 1.121226474 1.119345415
176400 1.193008880 1.110451163 1.110451163 0.082557717	1.110477856 1.188181895 1.187139061 1.189513515 1.187234718 1.189340483 1.189499622 1.186716975 1.186759764 1.186759764 1.186633317 1.186633317 1.186342249
198450 1.193008880 1.110451163 1.110451163 0.082557717	1.110477856 1.188181895 1.187139061 1.189513515 1.187234718 1.189340483 1.189499622 1.186716975 1.186759764 1.186759764 1.186633317 1.186633317 1.186342249
220500 1.193008880 1.110451163 1.110451163 0.082557717	1.110477856 1.187987055 1.186890960 1.189165964 1.186986617 1.189298745 1.189335634 1.185835880 1.185603579 1.185603579 1.186217495 1.186217495 1.185143222
242550 1.193008880 1.110451163 1.110451163 0.082557717	1.110477856 1.185803670 1.186162966 1.185579467 1.186308084 1.184566028 1.185578484 1.173996087 1.172653675 1.172653675 1.182753177 1.182753177 1.169373342
264600 1.193008880 1.110451163 1.110451163 0.082557717	1.110477856 1.180888021 1.183707303 1.176362871 1.183672923 1.175757279 1.174776178 1.169828693 1.166024609 1.166024609 1.158148157 1.158148157 1.160133279
286650 1.193008880 1.110451163 1.110451163 0.082557717	1.110477856 1.180888021 1.183219689 1.176362871 1.183185309 1.175757279 1.174776178 1.169512256 1.165348671 1.165348671 1.157496555 1.157496555 1.159330136
308700 1.193008880 1.110451163 1.110451163 0.082557717	1.110477856 1.177117406 1.179108646 1.172188308 1.178982318 1.171288430 1.170318388 1.159017001 1.156083937 1.156083937 1.149202276 1.149202276 1.147666430
330750 1.193008880 1.110451163 1.110451163 0.082557717	1.110477856 1.141182928 1.143344271 1.139723164 1.143328574 1.139242840 1.138666897 1.122725732 1.115233807 1.115233807 1.116563017 1.116563017 1.112692491
176400 1.136688568 1.055918543 1.055918543 0.080770025	1.055946755 1.130816794 1.130733092 1.132963131 1.130719730 1.132854427 1.133036297 1.129142095 1.129392295 1.129392295 1.130260653 1.130260653 1.130003708
198450 1.136688568 1.055918543 1.055918543 0.080770025	1.055946755 1.130816794 1.130733092 1.132963131 1.130719730 1.132854427 1.133036297 1.129142095 1.129392295 1.129392295 1.130260653 1.130260653 1.130003708
220500 1.136688568 1.055918543 1.055918543 0.080770025	1.055946755 1.130642879 1.130656942 1.132252988 1.130643580 1.132695544 1.131640488 1.126623170 1.126596607 1.126596607 1.129298836 1.129298836 1.126823627
242550 1.136688568 1.055918543 1.055918543 0.080770025	1.055946755 1.127907822 1.128609820 1.127817118 1.128601488 1.126975531 1.126942638 1.114790136 1.113185123 1.113185123 1.124306220 1.124306220 1.109737515
264600 1.136688568 1.055918543 1.055918543 0.080770025	1.055946755 1.124092985 1.127314940 1.119810112 1.127368854 1.118896309 1.118811267 1.111779895 1.107789118 1.107789118 1.102422699 1.102422699 1.103277170
286650 1.136688568 1.055918543 1.055918543 0.080770025	1.055946755 1.124092985 1.127247605 1.119810112 1.127301519 1.118828974 1.118709322 1.111499634 1.107330146 1.107330146 1.101872685 1.101872685 1.102727156
308700 1.136688568 1.055918543 1.055918543 0.080770025	1.055946755 1.119592806 1.119411741 1.115566822 1.119465655 1.115425434 1.115460452 1.100431805 1.094769520 1.094769520 1.089650336 1.089650336 1.089566320
