capacity sum_comm_cmp max(sum_comm,sum_comp) sum_comm sum_comp	OMIM OS OOSIM IOCMS DOCPS IOCCS DOCCS LCMR SCMR MAMR OOLCMR OOSCMR OOMAMR
3672088576 236.514967795 202.044337209 202.044337209 34.470630586	202.052486988 221.666893974 202.052486988 203.253654773 202.052520368 203.253654773 202.113379653 203.253654773 203.253654773 203.253654773 202.052486988 202.052486988 202.052486988
1836044288 455.885991878 269.967554760 269.967554760 185.918437118	269.967567061 381.758118561 398.257965501 406.788042503 367.774833377 394.279974201 336.243392774 364.966432236 364.966432236 364.966432236 357.573389688 357.573389688 378.479266207
2065549824 455.885991878 269.967554760 269.967554760 185.918437118	269.967567061 381.724688952 398.257965501 380.452938045 364.711308040 391.216460880 331.437182188 364.966432236 346.731755525 346.731755525 347.654754018 347.654754018 370.763609552
2295055360 455.885991878 269.967554760 269.967554760 185.918437118	269.967567061 339.310715141 339.287034132 321.482006676 364.711308040 391.216460880 331.437182188 364.966432236 345.876383278 345.876383278 279.048596871 279.048596871 305.065013439
2524560896 455.885991878 269.967554760 269.967554760 185.918437118	269.967567061 325.942127615 336.807977674 321.482006676 336.609014152 391.216460880 331.437182188 364.966432236 361.902918915 361.902918915 285.329700550 285.329700550 310.879638245
2754066432 455.885991878 269.967554760 269.967554760 185.918437118	269.967567061 311.141823379 306.322601346 290.996630348 314.908647934 341.869363609 314.926043046 334.481055908 331.417542587 331.417542587 277.829377074 277.829377074 308.400581787
2983571968 455.885991878 269.967554760 269.967554760 185.918437118	269.967567061 306.454937726 306.322601346 290.996630348 314.908647934 341.869363609 314.926043046 334.481055908 331.417542587 331.417542587 276.783142990 276.783142990 302.345492640
3213077504 455.885991878 269.967554760 269.967554760 185.918437118	269.967567061 303.167309577 306.322601346 290.996630348 314.908647934 341.869363609 269.987194361 334.481055908 331.417542587 331.417542587 270.102805565 270.102805565 295.419507681
3442583040 455.885991878 269.967554760 269.967554760 185.918437118	269.967567061 299.895794110 275.156794137 273.301983465 288.401250605 341.869363609 269.987194361 331.417542587 273.301983465 273.301983465 270.102805565 270.102805565 295.419507681
3672088576 455.885991878 269.967554760 269.967554760 185.918437118	269.967567061 298.849560026 275.156794137 273.301983465 288.401250605 341.869363609 269.987194361 331.417542587 273.301983465 273.301983465 270.102805565 270.102805565 284.137052423
1836044288 1819.736490029 1064.196560338 1064.196560338 755.539929691	1064.196574878 1379.590739076 1408.012411103 1443.378048274 1377.919893803 1332.192691052 1281.783261395 1296.595404837 1358.698458064 1358.698458064 1282.743403856 1282.743403856 1354.841782190
2065549824 1819.736490029 1064.196560338 1064.196560338 755.539929691	1064.196574878 1325.537388152 1408.012411103 1443.378048274 1377.919881599 1332.192691052 1275.743950056 1316.412574870 1274.888244509 1274.888244509 1248.433728875 1248.433728875 1294.541970420
2295055360 1819.736490029 1064.196560338 1064.196560338 755.539929691	1064.196574878 1300.031566559 1408.012411103 1384.312878520 1377.919881599 1332.192691052 1275.743950056 1316.412574870 1274.888244509 1274.888244509 1147.166418133 1147.166418133 1146.534119662
2524560896 1819.736490029 1064.196560338 1064.196560338 755.539929691	1064.196574878 1280.912824727 1406.466308666 1349.490348865 1319.488098008 1317.847170401 1248.278185905 1228.911181921 1260.085060864 1260.085060864 1170.766698174 1170.766698174 1163.341917713
2754066432 1819.736490029 1064.196560338 1064.196560338 755.539929691	1064.196574878 1138.601832641 1308.405720528 1225.769657047 1292.334678967 1278.806068793 1204.701410334 1106.053585954 1147.011036195 1147.011036195 1087.470908049 1087.470908049 1140.890344738
2983571968 1819.736490029 1064.196560338 1064.196560338 755.539929691	1064.196574878 1135.599595487 1308.405720528 1225.769657047 1292.334678967 1278.806068793 1204.701410334 1106.053585954 1147.011036195 1147.011036195 1080.920330571 1080.920330571 1135.073192926
3213077504 1819.736490029 1064.196560338 1064.196560338 755.539929691	1064.196574878 1135.599595487 1308.405720528 1209.763481242 1255.158865197 1278.806068793 1204.701410334 1182.281216622 1109.620550784 1109.620550784 1064.879130825 1064.879130825 1124.952001010
3442583040 1819.736490029 1064.196560338 1064.196560338 755.539929691	1064.196574878 1114.659914954 1308.405720528 1184.941080451 1255.158865197 1278.806068793 1182.344321174 1099.684892786 1109.620550784 1109.620550784 1064.239591192 1064.239591192 1115.905010997
3672088576 1819.736490029 1064.196560338 1064.196560338 755.539929691	1064.196574878 1093.920718453 1189.165680400 1125.921593921 1135.918825069 1159.611711889 1084.238049812 1099.684892786 1090.569124338 1090.569124338 1064.239591192 1064.239591192 1110.648995877
1836044288 692.823368333 348.022705742 344.800662591 348.022705742	359.035007729 479.014211903 409.646182262 410.401336326 425.097867353 444.528212978 422.518998471 436.137032927 450.020756331 450.020756331 400.068900413 400.068900413 401.552423121
2065549824 692.823368333 348.022705742 344.800662591 348.022705742	359.035007729 454.422749326 409.646182262 409.359459409 420.752332158 444.528212978 413.758746286 434.444219755 448.327943159 448.327943159 388.755493974 388.755493974 395.059214851
2295055360 692.823368333 348.022705742 344.800662591 348.022705742	359.035007729 435.667022027 409.646182262 409.359459409 420.752332158 444.528212978 413.758746286 434.444219755 448.327943159 448.327943159 386.428049725 386.428049725 395.059214851
2524560896 692.823368333 348.022705742 344.800662591 348.022705742	359.035007729 435.667022027 369.185624692 383.304769194 387.506572896 442.835399806 388.434184530 406.807336515 403.983252395 403.983252395 366.381806912 366.381806912 365.550482236
2754066432 692.823368333 348.022705742 344.800662591 348.022705742	359.035007729 435.667022027 369.185624692 383.304769194 387.506572896 442.835399806 388.434184530 404.172884486 403.983252395 403.983252395 361.803403190 361.803403190 360.886439386
2983571968 692.823368333 348.022705742 344.800662591 348.022705742	359.035007729 435.667022027 369.185624692 383.304769194 387.506572896 442.835399806 388.434184530 404.172884486 403.983252395 403.983252395 359.035007729 359.035007729 359.035007729
3213077504 692.823368333 348.022705742 344.800662591 348.022705742	359.035007729 435.667022027 359.035007729 383.304769194 387.506572896 442.835399806 388.434184530 404.172884486 403.983252395 403.983252395 359.035007729 359.035007729 359.035007729
3442583040 692.823368333 348.022705742 344.800662591 348.022705742	359.035007729 435.667022027 359.035007729 383.304769194 387.506572896 442.835399806 388.434184530 404.172884486 403.983252395 403.983252395 359.035007729 359.035007729 359.035007729
3672088576 692.823368333 348.022705742 344.800662591 348.022705742	359.035007729 435.667022027 359.035007729 383.304769194 387.506572896 442.835399806 388.434184530 404.172884486 403.983252395 403.983252395 359.035007729 359.035007729 359.035007729
1836044288 1951.807037923 1006.262124130 1006.262124130 945.544913793	1006.262134949 1596.673255643 1488.624400493 1450.030811429 1479.649925671 1446.245901685 1395.794656064 1409.665810365 1388.381353123 1388.381353123 1323.617184415 1323.617184415 1342.759894293
2065549824 1951.807037923 1006.262124130 1006.262124130 945.544913793	1006.262134949 1504.640029764 1488.624400493 1450.030811429 1474.369593987 1446.245901685 1363.262451448 1394.677253562 1413.129733529 1413.129733529 1346.150868045 1346.150868045 1337.738541671
2295055360 1951.807037923 1006.262124130 1006.262124130 945.544913793	1006.262134949 1490.984264788 1488.624400493 1387.375342665 1464.179952657 1446.245901685 1363.262451448 1394.677253562 1413.129733529 1413.129733529 1310.951607694 1310.951607694 1288.768807118
2524560896 1951.807037923 1006.262124130 1006.262124130 945.544913793	1006.262134949 1475.467373396 1488.624400493 1380.459214517 1418.455600381 1421.218195733 1334.340136405 1350.341861516 1319.421359543 1319.421359543 1267.010689397 1267.010689397 1302.100396103
2754066432 1951.807037923 1006.262124130 1006.262124130 945.544913793	1006.262134949 1286.427461185 1396.496340613 1258.746916037 1365.988561456 1374.349541486 1259.713332995 1150.232371755 1267.303192467 1267.303192467 1139.258259447 1139.258259447 1137.847215435
2983571968 1951.807037923 1006.262124130 1006.262124130 945.544913793	1006.262134949 1286.282652752 1396.496340613 1258.746916037 1360.708241347 1374.349541486 1259.713332995 1150.232371755 1267.303192467 1267.303192467 1157.541849208 1157.541849208 1157.131188500
3213077504 1951.807037923 1006.262124130 1006.262124130 945.544913793	1006.262134949 1258.142855115 1396.496340613 1258.746916037 1345.094403526 1374.349541486 1249.671647040 1232.098672379 1276.342692555 1276.342692555 1167.575522106 1167.575522106 1190.284281210
3442583040 1951.807037923 1006.262124130 1006.262124130 945.544913793	1006.262134949 1236.833216457 1381.050005744 1242.460940241 1336.695123844 1374.349541486 1237.622276591 1217.006767304 1276.342692555 1276.342692555 1170.916183316 1170.916183316 1191.082474514
3672088576 1951.807037923 1006.262124130 1006.262124130 945.544913793	1006.262134949 1145.732517811 1216.607181458 1138.615930508 1169.113575425 1209.906717200 1060.406687378 1115.980169992 1105.263154020 1105.263154020 1076.761600913 1076.761600913 1075.719375103
1836044288 1333.465060428 879.878380671 879.878380671 453.586679757	879.889917274 1076.090534033 1029.535536291 1029.512493995 998.412035512 1028.567122830 998.452964695 1028.567122830 1028.567122830 1028.567122830 1028.567122830 1028.567122830 1028.567122830
2065549824 1333.465060428 879.878380671 879.878380671 453.586679757	879.889917274 1034.238986862 1029.535536291 1029.512493995 998.412022453 1028.567122830 998.445886045 1028.567122830 1028.567122830 1028.567122830 958.656138237 958.656138237 998.735107410
2295055360 1333.465060428 879.878380671 879.878380671 453.586679757	879.889917274 1011.181232631 1029.535536291 1028.567122830 998.412022453 1028.567122830 998.445886045 1028.567122830 1028.567122830 1028.567122830 889.804524492 889.804524492 915.656398059
2524560896 1333.465060428 879.878380671 879.878380671 453.586679757	879.889917274 1011.181232631 1029.535536291 1028.567122830 998.412022453 1028.567122830 998.445886045 1028.567122830 1028.567122830 1028.567122830 880.067751760 880.067751760 915.656398059
2754066432 1333.465060428 879.878380671 879.878380671 453.586679757	879.889917274 978.724463212 944.302777917 969.467706687 943.247468314 998.400485850 939.023197009 938.977796814 938.977796814 938.977796814 879.923780866 879.923780866 903.420216043
2983571968 1333.465060428 879.878380671 879.878380671 453.586679757	879.889917274 978.724463212 943.247468314 969.467706687 943.247468314 998.400485850 939.023197009 938.977796814 938.977796814 938.977796814 879.889917274 879.889917274 886.012507264
3213077504 1333.465060428 879.878380671 879.878380671 453.586679757	879.889917274 978.724463212 943.247468314 969.467706687 943.247468314 998.400485850 939.023197009 938.977796814 938.977796814 938.977796814 879.889917274 879.889917274 882.478670375
3442583040 1333.465060428 879.878380671 879.878380671 453.586679757	879.889917274 978.724463212 939.312606310 969.467706687 939.312606310 998.400485850 939.023197009 938.977796814 938.977796814 938.977796814 879.889917274 879.889917274 879.894282446
3672088576 1333.465060428 879.878380671 879.878380671 453.586679757	879.889917274 978.724463212 879.889917274 910.045017651 879.889917274 938.977796814 879.923780866 910.045017651 910.045017651 910.045017651 879.889917274 879.889917274 879.889917274
1836044288 1404.177727989 764.175910653 640.001817336 764.175910653	766.319703338 1154.753286130 1060.620681254 1051.217321522 1059.858765448 1052.253160914 1040.233422763 1010.211773719 1048.905399809 1048.905399809 993.240007290 993.240007290 1038.775239852
2065549824 1404.177727989 764.175910653 640.001817336 764.175910653	766.319703338 1116.441663287 1060.620681254 1051.217321522 1045.373341574 1052.253160914 1033.441301245 1005.563809261 1048.675181309 1048.675181309 999.138833520 999.138833520 1003.538824843
2295055360 1404.177727989 764.175910653 640.001817336 764.175910653	766.319703338 1095.588080241 1060.620681254 1048.675181309 1040.783945642 1052.253160914 1026.787984632 1003.293107966 1048.675181309 1048.675181309 999.271580539 999.271580539 1004.329862021
2524560896 1404.177727989 764.175910653 640.001817336 764.175910653	766.319703338 1079.920657277 1060.620681254 1038.791218455 1036.123823080 1046.676520904 1019.311857938 997.396561987 1038.791218455 1038.791218455 974.846583838 974.846583838 972.148917263
2754066432 1404.177727989 764.175910653 640.001817336 764.175910653	766.319703338 966.256710750 966.703523097 979.940875616 987.382665718 987.826178065 972.679453857 938.546219148 979.940875616 979.940875616 968.738378694 968.738378694 971.884158073
2983571968 1404.177727989 764.175910653 640.001817336 764.175910653	766.319703338 913.923316475 966.703523097 979.940875616 987.382665718 987.826178065 968.563958674 924.971728774 979.940875616 979.940875616 950.281672240 950.281672240 968.786820494
3213077504 1404.177727989 764.175910653 640.001817336 764.175910653	766.319703338 913.923316475 966.703523097 979.940875616 979.470758504 987.826178065 966.931516197 865.820825782 979.940875616 979.940875616 968.605631675 968.605631675 973.439250803
3442583040 1404.177727989 764.175910653 640.001817336 764.175910653	766.319703338 874.420246258 940.857063942 979.940875616 972.936359184 987.826178065 966.931516197 854.094830685 979.940875616 979.940875616 942.955099602 942.955099602 968.557675895
3672088576 1404.177727989 764.175910653 640.001817336 764.175910653	766.319703338 810.217900075 818.578110929 857.920987646 846.974559861 865.806290095 846.908833842 793.181556212 857.920987646 857.920987646 844.795793267 844.795793267 846.189808697
